show_id,Type,title,director,Country,date added,rating,duration,listed_in
s4428,Movie,CHANCE pe dANCE,Ken Ghosh,India,11/01/2018,TV-14,121 min,"Comedies, Dramas, International Movies"
s4429,Movie,CHRiSTMAs WitH A vIEW,Justin G. Dyck,Canada,11/01/2018,TV-PG,91 min,"International Movies, Romantic Movies"
s4430,Movie,CHUP chUP kE,"Priyadarshan, Kookie V. Gulati",India,11/01/2018,TV-14,158 min,"Comedies, Dramas, International Movies"
s4432,Movie,DHAN DHANA dHAn gOAL,Vivek Agnihotri,United Kingdom,11/01/2018,TV-14,157 min,"Dramas, International Movies, Music & Musicals"
s4433,Movie,dhOONdTE REh JAOGe,Umesh Shukla,India,11/01/2018,TV-14,124 min,"Comedies, International Movies, Music & Musicals"
s4434,Movie,dO DOONI ChAAr,Habib Faisal,India,11/01/2018,TV-PG,106 min,"Comedies, International Movies"
s4435,Movie,EDGE OF feAr,Bobby Roth,united states,11/01/2018,TV-MA,92 min,"Independent Movies, Thrillers"
s4436,Movie,"EDMiLSON FILHO: nOTAs, COMEDY abOUT RelAtIOnSHiPS",Halder Gomes,Brazil,11/01/2018,TV-MA,80 min,Stand-Up Comedy
s4438,Movie,GAdDAr: THE traITOR,Amitoj Mann,India,11/01/2018,TV-14,126 min,"Dramas, International Movies, Thrillers"
s4439,Movie,GHANCHAKKAR,Raj Kumar Gupta,India,11/01/2018,TV-MA,129 min,"Comedies, International Movies, Thrillers"
s4440,Movie,GRaNDMASTEr,B. Unnikrishnan,India,11/01/2018,TV-14,133 min,"International Movies, Thrillers"
s4441,Movie,hATTRICk,Milan Luthria,India,11/01/2018,TV-14,109 min,"Comedies, Dramas, International Movies"
s4442,Movie,HEROinE,Madhur Bhandarkar,India,11/01/2018,TV-MA,143 min,"Dramas, International Movies"
s4443,Movie,HIMmATWaLA,Sajid Khan,India,11/01/2018,TV-14,140 min,"Action & Adventure, Comedies, International Movies"
s4444,Movie,HUSBANDS IN Goa,Saji Surendran,India,11/01/2018,TV-14,150 min,"Comedies, International Movies, Music & Musicals"
s4445,Movie,JATTS iN gOLmAAL,Ksshitij Chaudhary,India,11/01/2018,TV-PG,128 min,"Comedies, International Movies, Music & Musicals"
s4446,Movie,KAI pO CHE!,Abhishek Kapoor,India,11/01/2018,TV-MA,120 min,"Dramas, International Movies, Sports Movies"
s4447,Movie,kALAkALAPPU,Sundar C.,India,11/01/2018,TV-14,154 min,"Comedies, International Movies, Music & Musicals"
s4448,Mve,kATT wIllIAMS: tHE PImP CHRONIcLEs: pT. 1,Gary Binkow,united states,11/01/2018,TV-MA,45 min,Stand-Up Comedy
s4449,Movie,KATTI BATTI,Nikhil Advani,India,11/01/2018,TV-14,132 min,"Comedies, Dramas, International Movies"
s4450,Movie,lIfE IN A ... mEtRO,Anurag Basu,India,11/01/2018,TV-14,126 min,"Dramas, International Movies, Music & Musicals"
s4451,Movie,mArc MARON: thINKy PAIN,Lance Bangs,united states,11/01/2018,TV-MA,95 min,Stand-Up Comedy
s4452,Movie,muMbaI MERi JAAn,Nishikant Kamat,India,11/01/2018,TV-MA,135 min,"Dramas, International Movies"
s4453,Movie,mUnDeyaN TON BACHke rAHIn,Navinder Pal Singh,India,11/01/2018,TV-14,139 min,"Comedies, International Movies, Music & Musicals"
s4454,Movie,no OnE kILLEd JESSiCA,Raj Kumar Gupta,India,11/01/2018,TV-MA,131 min,"Dramas, International Movies"
s4455,Movie,OYE LUCKY! LuCKY oYE!,Dibakar Banerjee,India,11/01/2018,TV-14,118 min,"Comedies, Dramas, International Movies"
s4456,Movie,PAAN SInGH TOMAr,Tigmanshu Dhulia,India,11/01/2018,TV-14,129 min,"Action & Adventure, Dramas, International Movies"
s4457,Movie,RAJA nATWARlAL,Kunal Deshmukh,India,11/01/2018,TV-14,131 min,"Dramas, International Movies, Thrillers"
s4458,Movie,SATYAGRAhA,Prakash Jha,India,11/01/2018,TV-14,146 min,"Dramas, International Movies, Music & Musicals"
s4459,Movie,SEtTaI,R. Kannan,India,11/01/2018,TV-14,123 min,"Comedies, International Movies, Music & Musicals"
s4460,Movie,SIGARAM ThoDU,Gaurav Narayanan,India,11/01/2018,TV-14,141 min,"Dramas, International Movies, Thrillers"
s4461,Movie,SOMMORE: tHE REiGN ConTiNuES,Kevin Layne,united states,11/01/2018,TV-MA,93 min,Stand-Up Comedy
s4463,Movie,THE UNToLd tALES OF ARMISTeAD mAupiN,Jennifer M. Kroot,united states,11/01/2018,TV-MA,91 min,"Documentaries, LGBTQ Movies"
s4464,Movie,vAYA,Akin Omotoso,South Africa,11/01/2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies"
s4465,Movie,WeLCOME TO SAJJAnpUR,Shyam Benegal,India,11/01/2018,TV-14,131 min,"Comedies, Dramas, International Movies"
s4467,Movie,ZOKKOMON,Satyajit Bhatkal,India,11/01/2018,PG,104 min,"Children & Family Movies, Dramas"
s4468,Movie,Gun cITy,Dani de la Torre,Spain,10/31/2018,TV-MA,126 min,"Dramas, International Movies, Thrillers"
s4469,Movie,hENERAl LUnA,Jerrold Tarog,Philippines,10/31/2018,R,118 min,"Dramas, International Movies"
s4471,Movie,DrAGoN tiGeR GATE,Wilson Yip,Hong Kong,10/27/2018,TV-14,94 min,"Action & Adventure, International Movies"
s4473,Movie,dOVlATOV,Aleksey German,Russia,10/26/2018,PG-13,126 min,"Dramas, International Movies"
s4474,Movie,JEFE,Sergio Barrejón,Spain,10/26/2018,TV-MA,90 min,"Comedies, Dramas, International Movies"
s4476,Movie,SHIRkERS,Sandi Tan,united states,10/26/2018,TV-14,97 min,Documentaries
s4478,Movie,w/O raM,Vijay Yelakanti,India,10/26/2018,TV-MA,115 min,"Dramas, International Movies, Thrillers"
s4481,Movie,ROnnIE cOLEMAN: THE KInG,Vlad Yudin,united states,10/25/2018,TV-MA,93 min,Documentaries
s4483,Movie,ADAm SanDLEr 100% FrEsH,Steve Brill,united states,10/23/2018,TV-MA,74 min,Stand-Up Comedy
s4485,Movie,sCORPION KiNG 5: bOOK oF SOulS,Don Michael Paul,united states,10/23/2018,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy"
s4487,Movie,HOW To gEt OVeR a bREAkUP,"Joanna Lombardi, Bruno Ascenzo",Peru,10/20/2018,TV-MA,104 min,"Comedies, International Movies, Romantic Movies"
s4612,Movie,vETTAi,N. Linguswamy,India,10/01/2018,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals"
s4472,Movie,BEEN SO LoNG,Tinge Krishnan,Not Given,10/26/2018,TV-MA,100 min,"Dramas, International Movies, Music & Musicals"
s4482,Movie,bAAHUBaLI: THE BEGINNing (enGLiSH VERSION),S.S. Rajamouli,Not Given,10/24/2018,TV-14,138 min,"Action & Adventure, Dramas, International Movies"
s4491,Movie,"CLUB De CuERVoS PrESENTS: i, POTRO",Marcos Bucay,Mexico,10/19/2018,TV-MA,51 min,Movies
s4493,Movie,GNOME aLONE,Peter Lepeniotis,United Kingdom,10/19/2018,PG,86 min,"Children & Family Movies, Comedies"
s4494,Movie,iLLaNG: THE wOlF BrIGADE,Kim Jee-woon,South Korea,10/19/2018,TV-MA,140 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s4497,Movie,NAA BANgAARU TaLLI,Rajesh Touchriver,India,10/19/2018,TV-14,122 min,"Dramas, International Movies"
s4500,Movie,S sToRM,David Lam,Hong Kong,10/19/2018,TV-MA,95 min,"Action & Adventure, International Movies"
s4501,Movie,THE NIgHt COmEs FOR US,Timo Tjahjanto,Indonesia,10/19/2018,TV-MA,121 min,"Action & Adventure, International Movies"
s4503,Movie,MR. cHANDRAMOUlI,Thiru,India,10/18/2018,TV-MA,131 min,"Dramas, International Movies, Thrillers"
s4506,Movie,"rON WHITE: IF YOU QUIT lIsTeNING, I'LL SHUT Up",Tom Forrest,united states,10/16/2018,TV-MA,63 min,Stand-Up Comedy
s4507,Movie,MeGHNADBODH ROHOSHYO,Anik Datta,India,10/15/2018,TV-MA,150 min,"Dramas, International Movies"
s4508,Movie,SANJU,Rajkumar Hirani,India,10/15/2018,TV-MA,159 min,"Dramas, International Movies"
s4510,Movie,SOORMA,Shaad Ali,India,10/13/2018,TV-14,131 min,"Dramas, International Movies, Sports Movies"
s4511,Movie,APOSTLe,Gareth Evans,United Kingdom,10/12/2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers"
s4515,TV Show,FiGhTwoRLd,Padraic McKinley,Not Given,10/12/2018,TV-MA,1 Season,Docuseries
s4513,Movie,ERREMENtARI: THE bLACKSMITH AnD THE DEVIL,Paul Urkijo Alijo,Spain,10/12/2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy"
s4514,Movie,fEMINISTs: WHAT wERe they ThinKING?,Johanna Demetrakas,united states,10/12/2018,TV-MA,86 min,"Documentaries, LGBTQ Movies"
s4516,Movie,KUnTILANAk,Rizal Mantovani,Indonesia,10/12/2018,TV-14,106 min,"Horror Movies, International Movies"
s4517,Movie,REMASTERED: wHO SHoT THE sHErIFF,Kief Davidson,united states,10/12/2018,TV-14,57 min,"Documentaries, Music & Musicals"
s4520,Movie,tHE KiNDERGARTEN TEACHER,Sara Colangelo,united states,10/12/2018,R,97 min,"Dramas, Independent Movies"
s4523,Movie,22-Jul,Paul Greengrass,Norway,10/10/2018,R,144 min,"Dramas, Thrillers"
s4525,Movie,TALES FROM THe hOOD 2,"Rusty Cundieff, Darin Scott",united states,10/10/2018,R,110 min,"Cult Movies, Horror Movies, Independent Movies"
s4526,Movie,mO AmER: ThE vAGaBOND,Stan Lathan,United States,10/09/2018,TV-MA,57 min,Stand-Up Comedy
s4527,Movie,PUlAnG,Kabir Bhatia,Malaysia,10/08/2018,TV-14,119 min,"Action & Adventure, Dramas, International Movies"
s4529,Movie,SEvEN in HEAVEN,Chris Eigeman,United States,10/06/2018,PG-13,94 min,Horror Movies
s4542,Movie,jOE ROgAN: sTRANGE TIMES,Anthony Giordano,United States,10/02/2018,TV-MA,64 min,Stand-Up Comedy
s4533,Movie,MAlEVOLENt,Olaf de Fleur,United Kingdom,10/05/2018,TV-MA,89 min,"Horror Movies, Thrillers"
s4534,Movie,PRIVaTE LIFE,Tamara Jenkins,United States,10/05/2018,R,124 min,"Comedies, Dramas, Independent Movies"
s4544,Movie,mONTY PYTHON CONqUERS ameRICA,Will Yapp,United Kingdom,10/02/2018,TV-MA,55 min,Documentaries
s4538,Movie,The bLACK pRINce,Kavi Raz,United Kingdom,10/03/2018,PG-13,121 min,"Dramas, International Movies"
s4539,Movie,TrUTH OR DARE,Nick Simon,United States,10/03/2018,TV-MA,88 min,Horror Movies
s4540,Movie,dEATH RaCe: bEYOnD ANARCHY,Don Michael Paul,United States,10/02/2018,R,111 min,Action & Adventure
s4541,Movie,ErIC lDLE'S WHAt aBOUT dICK?,"Eric Idle, Aubrey Powell",United States,10/02/2018,TV-MA,81 min,"Comedies, Music & Musicals"
s4545,Movie,"mONTY PYTHon LiVe (mOSTLy): ONE DOwn, FivE TO Go",Eric Idle,United Kingdom,10/02/2018,TV-MA,137 min,Comedies
s4546,Movie,mONtY PYTHON: BeFORE ThE fLYiNG CiRCUS,Will Yapp,United Kingdom,10/02/2018,TV-MA,56 min,"Comedies, Documentaries"
s4548,Movie,mOnTY pYTHON: LIVE AT THE HOLLyWOOD BOWL,"Terry Hughes, Ian MacNaughton",United Kingdom,10/02/2018,R,80 min,Comedies
s4549,Movie,mONtY PYtHON: THe MEANinG oF lIVe,"Roger Graef, James Rogan",United Kingdom,10/02/2018,TV-MA,94 min,Documentaries
s4565,Movie,dUsHMAn,Shagufta Rafique,Not Given,10/01/2018,TV-14,141 min,"Dramas, International Movies"
s4553,Movie,MONTY PyThON'S lIfE oF BriAN,Terry Jones,United Kingdom,10/02/2018,R,94 min,"Classic Movies, Comedies, Cult Movies"
s4567,Movie,FREEDOM AT MIDnIgHT,Tinu Pappachan,Not Given,10/01/2018,TV-MA,135 min,"Dramas, Independent Movies, International Movies"
s4555,Movie,PARROT SKETCH noT INcLudED: tWENTY yeARs OF MONTY PYTHOn,Ian MacNaughton,United Kingdom,10/02/2018,TV-14,72 min,Comedies
s4556,Movie,ThE mEaNING OF MONTY pYTHON,Albert Sharpe,United Kingdom,10/02/2018,TV-MA,60 min,Documentaries
s4557,Movie,25 KILLE,Simranjit Singh Hundal,India,10/01/2018,TV-14,140 min,"Action & Adventure, Dramas, International Movies"
s4558,Movie,A WITChES' BALl,Justin G. Dyck,Canada,10/01/2018,PG,91 min,Children & Family Movies
s4559,Movie,AGyAaT,Ram Gopal Varma,India,10/01/2018,TV-14,97 min,"Horror Movies, International Movies"
s4560,Movie,aNJAAN,N. Linguswamy,India,10/01/2018,TV-14,146 min,"Action & Adventure, Dramas, International Movies"
s4561,Movie,BAtHiNDa EXpRESs,Deep Joshi,India,10/01/2018,TV-14,118 min,"Dramas, International Movies, Sports Movies"
s4562,Movie,DELhI 6,Rakeysh Omprakash Mehra,India,10/01/2018,TV-14,128 min,"Dramas, International Movies"
s4563,Movie,DEV.D,Anurag Kashyap,India,10/01/2018,TV-MA,137 min,"Dramas, International Movies, Romantic Movies"
s4564,Movie,DIL VIL PYAAr VYAAR,Manjeet Maan,India,10/01/2018,TV-PG,145 min,"International Movies, Music & Musicals, Romantic Movies"
s4566,Movie,ek mAIN AUr EKK tU,Shakun Batra,ID,10/01/2018,TV-14,106 min,"Comedies, International Movies, Romantic Movies"
s4568,Movie,HaANi,Amitoj Mann,ID,10/01/2018,TV-14,137 min,"Dramas, International Movies, Music & Musicals"
s4569,Movie,HApPY gO lUCKY,Amarpreet G S Chabbra,ID,10/01/2018,TV-14,129 min,"Comedies, International Movies, Music & Musicals"
s4570,Movie,hArIShCHANDRachi FActORY,Paresh Mokashi,ID,10/01/2018,TV-PG,99 min,"Dramas, International Movies"
s4571,TV Show,hOT DATE,Not Given,US,10/01/2018,TV-MA,1 Season,"Romantic TV Shows, TV Comedies"
s4572,Movie,jAGGA jaSOOS,Anurag Basu,ID,10/01/2018,TV-14,155 min,"Action & Adventure, Comedies, International Movies"
s4573,Movie,jATT JAMES BOND,Rohit Jugraj,ID,10/01/2018,TV-14,142 min,"Comedies, Dramas, International Movies"
s4574,Movie,JODhAA aKBAR,Ashutosh Gowariker,India,10/01/2018,TV-14,214 min,"Action & Adventure, Dramas, International Movies"
s4575,Movie,JUdGE SiNGH LLB,Atharv Baluja,India,10/01/2018,TV-PG,137 min,"Comedies, Dramas, International Movies"
s4576,Movie,KAMINEy,Vishal Bhardwaj,India,10/01/2018,TV-14,128 min,"Dramas, International Movies, Music & Musicals"
s4577,Movie,khIdO KHUNDI,Rohit Jugraj,India,10/01/2018,TV-14,151 min,"Dramas, International Movies, Sports Movies"
s4578,Movie,KHOOBSURAT,Shashanka Ghosh,India,10/01/2018,TV-14,121 min,"Comedies, International Movies, Romantic Movies"
s4579,Movie,kISAAn,Puneet Sira,India,10/01/2018,TV-14,101 min,"Action & Adventure, Dramas, International Movies"
s4580,Movie,KISMat KONNECTION,Aziz Mirza,India,10/01/2018,TV-14,145 min,"Comedies, Dramas, International Movies"
s4581,Movie,KURBaAN,Renzil D'Silva,India,10/01/2018,TV-14,147 min,"International Movies, Thrillers"
s4582,Movie,lOCK,Smeep Kang,India,10/01/2018,TV-14,90 min,"Dramas, International Movies"
s4583,Movie,lUV ShUV tEy cHICKEn KHurANa,Sameer Sharma,India,10/01/2018,TV-14,129 min,"Comedies, International Movies, Romantic Movies"
s4584,Movie,"MAiN, mErI PATNi AUR WOH",Chandan Arora,India,10/01/2018,TV-PG,129 min,"Comedies, Dramas, International Movies"
s4585,Movie,MANJE BIsTRe,Baljit Singh Deo,ID,10/01/2018,TV-14,136 min,"Comedies, Dramas, International Movies"
s4586,Movie,mOtOR MITRAAN DI,Amitoj Mann,India,10/01/2018,TV-PG,117 min,"Comedies, International Movies"
s4587,Movie,MuGAMOOdI,Mysskin,India,10/01/2018,TV-14,150 min,"Action & Adventure, International Movies"
s4588,Movie,MURAN,Rajan Madhav,India,10/01/2018,TV-14,134 min,"Action & Adventure, International Movies"
s4589,Movie,mY fRIEND pINTo,Raaghav Dar,India,10/01/2018,TV-14,100 min,"Comedies, International Movies, Sci-Fi & Fantasy"
s4590,Movie,mY lITTlE POnY eQUESTRIA gIrLS: FoRGOTTEN FRIENDSHIP,Ishi Rudell,United States,10/01/2018,TV-Y,44 min,Children & Family Movies
s4591,Movie,MY LITTLE PoNy eQuESTRiA giRLS: ROLlErCOASTeR OF FRiENdShIP,Ishi Rudell,United States,10/01/2018,TV-Y,44 min,Children & Family Movies
s4592,Movie,MY SUIcIDE,David Lee Miller,United States,10/01/2018,TV-MA,111 min,"Comedies, Dramas, Independent Movies"
s4593,Movie,nAAN SiGaPPU MANItHAN,Thiru,India,10/01/2018,TV-14,147 min,"Action & Adventure, Dramas, International Movies"
s4594,Movie,nASHA,Amit Saxena,India,10/01/2018,TV-14,115 min,"Dramas, International Movies, Romantic Movies"
s4595,Movie,NAUgHTy JATTS,Pankaj Batra,India,10/01/2018,TV-PG,121 min,"Comedies, International Movies, Music & Musicals"
s4596,Movie,NEEDHI SINGH,Jaivi Dhanda,India,10/01/2018,TV-14,103 min,"Action & Adventure, Dramas, International Movies"
s4597,Movie,pEACE HAVEN,Suman Ghosh,India,10/01/2018,TV-14,73 min,"Comedies, Dramas, Independent Movies"
s4598,Movie,PHANTOM,Kabir Khan,India,10/01/2018,TV-14,129 min,"Action & Adventure, International Movies"
s4599,Movie,PIzZA,Akshay Akkineni,India,10/01/2018,TV-14,102 min,"Horror Movies, International Movies, Thrillers"
s4600,Movie,pOoJA KiVEN aA,Nidhi Sharma,India,10/01/2018,TV-PG,122 min,"Comedies, International Movies, Music & Musicals"
s4601,Movie,rAcE,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",India,10/01/2018,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals"
s4602,Movie,RACE 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,10/01/2018,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals"
s4603,Movie,saAdEY CM sAAb,Vipin Parashar,India,10/01/2018,TV-PG,131 min,"Comedies, Dramas, International Movies"
s4604,Movie,sAT SHRI AKaAL ENGLAND,Vikram Pradhan,India,10/01/2018,TV-14,127 min,"Comedies, Dramas, International Movies"
s4606,Movie,THAANDAVAM,Vijay,India,10/01/2018,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals"
s4608,Movie,tHEEYA VeLAI SEYYANUM kUMarU,Sundar C.,India,10/01/2018,TV-PG,132 min,"Comedies, International Movies, Music & Musicals"
s4610,Movie,TIgER,Sartaj Singh Pannu,India,10/01/2018,TV-14,130 min,"Action & Adventure, Dramas, International Movies"
s4611,Movie,UDAAN,Vikramaditya Motwane,India,10/01/2018,TV-MA,137 min,"Dramas, Independent Movies, International Movies"
s4607,Movie,THE bIRth rEBORN,Eduardo Chauvet,Not Given,10/01/2018,TV-MA,91 min,"Documentaries, International Movies"
s4613,Movie,WAkE uP SID,Ayaan Mukherji,India,10/01/2018,TV-14,132 min,"Comedies, International Movies, Romantic Movies"
s4614,Movie,We ARE FAMILY,Sidharth Malhotra,India,10/01/2018,TV-14,119 min,"Dramas, International Movies"
s4615,Movie,wHAT THE JatT!!,Saket Behl,India,10/01/2018,TV-PG,140 min,"Comedies, International Movies, Romantic Movies"
s4616,Movie,ZINdAGI kITNI HASEEN haY,Anjum Shahzad,Pakistan,10/01/2018,TV-14,126 min,"Dramas, International Movies, Romantic Movies"
s4617,Movie,BIg mIRACLE,Ken Kwapis,United States,9/30/2018,PG,107 min,"Children & Family Movies, Dramas"
s4618,Movie,PARAdISe LoSt,Monique Gardenberg,Brazil,9/29/2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies"
s4619,Movie,AnIMAL WOrLD,Han Yan,China,9/28/2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s4620,Movie,HOLd THe dARK,Jeremy Saulnier,United States,9/28/2018,TV-MA,126 min,"Action & Adventure, Dramas"
s4621,Movie,LeSSONS FrOM a sCHOoL sHoOtINg: NOtES FROM DUNblANE,Kim A. Snyder,United States,9/28/2018,TV-14,24 min,Documentaries
s4625,Movie,THe 3RD eYE,Rocky Soraya,Indonesia,9/28/2018,TV-MA,108 min,"Horror Movies, International Movies"
s4626,Movie,tWO cATaLONiAS,"Álvaro Longoria, Gerardo Olivares",Spain,9/28/2018,TV-MA,117 min,"Documentaries, International Movies"
s4627,Movie,IN DaRKNESS,Anthony Byrne,United Kingdom,9/22/2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers"
s4631,Movie,QUINCY,"Rashida Jones, Alan Hicks",United States,9/21/2018,TV-MA,124 min,"Documentaries, Music & Musicals"
s4642,Movie,tHe ANGEL,Ariel Vromen,Israel,9/14/2018,TV-MA,114 min,"Dramas, International Movies, Thrillers"
s4643,Movie,tHE LAnD OF stEADY HABITs,Nicole Holofcener,United States,9/14/2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies"
s4647,Movie,oN MY skIN,Alessio Cremonini,Italy,09/12/2018,TV-MA,100 min,"Dramas, International Movies"
s4650,Movie,THE REsISTANCE BaNKER,Joram Lürsen,Netherlands,09/11/2018,TV-MA,123 min,"Dramas, International Movies"
s4657,Movie,nEXT GEn,"Kevin R. Adams, Joe Ksander",China,09/07/2018,TV-PG,106 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s4658,Movie,SiErRA bURGESs is a LoSEr,Ian Samuels,United States,09/07/2018,PG-13,106 min,"Comedies, Romantic Movies"
s4660,Movie,tHE MOST ASSASSINATED wOmAN iN THe WoRLd,Franck Ribière,Belgium,09/07/2018,TV-MA,102 min,"Dramas, International Movies, Thrillers"
s4661,Movie,pK,Rajkumar Hirani,India,09/06/2018,TV-14,146 min,"Comedies, Dramas, International Movies"
s4662,Movie,THE dEBT cOLlECTOR,Jesse V. Johnson,United Kingdom,09/03/2018,TV-MA,96 min,Action & Adventure
s4665,TV Show,AGe oF rEbELLIOn,Peter Ho,Taiwan,09/01/2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s4666,Movie,cARBON,Olivier Marchal,France,09/01/2018,TV-MA,104 min,"Dramas, International Movies, Thrillers"
s4667,Movie,GaRBAGE,Qaushiq Mukherjee,India,09/01/2018,TV-MA,109 min,"Dramas, Independent Movies, International Movies"
s4668,Movie,​​kuCH BHEEGE AlFAAZ,Onir,India,09/01/2018,TV-14,110 min,"Dramas, Independent Movies, International Movies"
s4669,Movie,lOVE anD SHUKLa,Jatla Siddartha,India,09/01/2018,TV-MA,110 min,"Dramas, Independent Movies, International Movies"
s4670,Movie,OnCE aGaIN,Kanwal Sethi,India,09/01/2018,TV-PG,101 min,"Dramas, Independent Movies, International Movies"
s4672,Movie,sPaRrInG,Samuel Jouy,France,09/01/2018,TV-MA,94 min,"Dramas, International Movies, Sports Movies"
s4685,Movie,bERT KREISCHEr: SECRET TIMe,Todd Biermann,Not Given,8/24/2018,TV-MA,57 min,Stand-Up Comedy
s4676,Movie,THE lAWS OF THERMODynAMICS,Mateo Gil,Spain,8/31/2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies"
s4680,Movie,NAAM SHaBAna,Shivam Nair,India,8/28/2018,TV-14,141 min,"Action & Adventure, International Movies"
s4681,Movie,QaRiB QARIB SinGLLE,Tanuja Chandra,India,8/28/2018,TV-14,120 min,"Comedies, International Movies, Romantic Movies"
s4682,Movie,SPydER,A.R. Murugadoss,India,8/28/2018,TV-14,140 min,"Action & Adventure, International Movies"
s4684,Movie,maRiA BAMFORD: THe SPEcIaL SPECiAL spECIAL,Jordan Brady,United States,8/25/2018,TV-MA,50 min,Stand-Up Comedy
s4686,TV Show,ghouL,Patrick Graham,India,8/24/2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror"
s4687,Movie,ONE LAST SHOT,Mike Clattenburg,Canada,8/24/2018,TV-MA,31 min,Comedies
s4688,TV Show,taKE MY brOTHER aWAy,Han Qing,China,8/24/2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s4689,Movie,tHE AftER PARTY,Ian Edelman,United States,8/24/2018,TV-MA,90 min,"Comedies, Music & Musicals"
s4691,Movie,baREilLY KI BArFI,Ashwiny Iyer Tiwari,India,8/21/2018,TV-14,110 min,"Comedies, Dramas, International Movies"
s4692,Movie,merSAL,Atlee Kumar,India,8/21/2018,TV-14,162 min,"Action & Adventure, Dramas, International Movies"
s4693,Movie,MOM,Ravi Udyawar,India,8/21/2018,TV-14,139 min,"Dramas, International Movies, Thrillers"
s4694,Movie,PAD MaN,R. Balki,India,8/21/2018,PG-13,130 min,"Dramas, International Movies, Romantic Movies"
s4695,Movie,TOILET: eK PReM KAThA,Shree Narayan Singh,India,8/21/2018,TV-14,145 min,"Comedies, Dramas, International Movies"
s4698,Movie,The MOTIvE,Manuel Martín Cuenca,Spain,8/17/2018,TV-MA,114 min,"Comedies, Dramas, International Movies"
s4699,Movie,TO aLL THE BOYS i’VE LOveD BEFORE,Susan Johnson,United States,8/17/2018,TV-14,100 min,"Comedies, International Movies, Romantic Movies"
s4700,Movie,yOO bYUNg JAE: dIsCoMfORt zONE,Y. Joon Chung,South Korea,8/17/2018,TV-MA,54 min,Stand-Up Comedy
s4701,Movie,bHaVESH JoshI SUPERHeRO,Vikramaditya Motwane,India,8/16/2018,TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy"
s4702,Movie,FOR HERE OR tO gO?,Rucha Humnabadkar,United States,8/15/2018,TV-MA,105 min,"Comedies, Dramas, Independent Movies"
s4706,Movie,THE GuERNSEY LITERArY aND POtATO pEEL PIE SoCIETy,Mike Newell,United Kingdom,08/10/2018,TV-PG,124 min,"Dramas, Romantic Movies"
s4707,Movie,ThE pACKAGe,Jake Szymanski,United States,08/10/2018,TV-MA,95 min,Comedies
s4708,Movie,ZION,Floyd Russ,United States,08/10/2018,TV-PG,12 min,"Documentaries, Sports Movies"
s4709,Movie,PeRDiDA,Alejandro Montiel,Argentina,08/09/2018,TV-MA,104 min,"Dramas, International Movies, Thrillers"
s4713,Movie,2 STAtes,Abhishek Varman,India,08/04/2018,TV-PG,143 min,"Comedies, Dramas, International Movies"
s4714,Movie,baAGHi,Sabir Khan,India,08/04/2018,TV-14,127 min,"Action & Adventure, International Movies"
s4715,Movie,BRIj MOHAn aMAr rAHE,Nikhil Nagesh Bhat,India,08/04/2018,TV-MA,100 min,"Comedies, Dramas, International Movies"
s4716,Movie,FLAVORs OF youth: INTERNATIONaL VERSiON,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",China,08/04/2018,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies"
s4719,Movie,LIKE FATHER,Lauren Miller Rogen,United States,08/03/2018,TV-MA,104 min,"Comedies, Dramas"
s4720,Movie,7 khOON MAAF,Vishal Bhardwaj,India,08/02/2018,TV-MA,148 min,"Dramas, International Movies, Thrillers"
s4721,Movie,cHILLAR PARTY,"Vikas Bahl, Nitesh Tiwari",India,08/02/2018,TV-PG,127 min,"Children & Family Movies, Comedies, Dramas"
s4722,Movie,FAShIOn,Madhur Bhandarkar,India,08/02/2018,TV-MA,158 min,"Dramas, International Movies"
s4723,Movie,FITOOR,Abhishek Kapoor,India,08/02/2018,TV-14,124 min,"Dramas, International Movies, Romantic Movies"
s4724,Movie,FiZA,Khalid Mohamed,India,08/02/2018,TV-14,163 min,"Dramas, International Movies, Music & Musicals"
s4725,Movie,GUZAaRiSH,Sanjay Leela Bhansali,India,08/02/2018,TV-14,121 min,"Dramas, International Movies"
